pathway	GeneSetCollection	direction	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	FDR_global
LIANG_SILENCED_BY_METHYLATION_2	PATHWAYS	Up	0.000386697602474865	0.012422564048719	0.640327691928099	2.10501266925461	0	38	SLPI,CXCL2,PTGS2,TNFAIP3,STC1,IRF7,AREG,THBD,IL6,ICAM1,CCL20,NT5E,MCAM,OAS2,IFIT2,SOD2,CXCL6,STX3,S100A4,C3,HBEGF,XAF1	0.016312239608072
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	PATHWAYS	Up	0.000386100386100386	0.012422564048719	0.519949405201324	2.0991736241858	0	115	GDA,CXCL2,MS4A6A,CXCL10,ISG15,UPP1,CCR2,CCL4,MAFF,ARG2,THBS1,CCL2,ADM,SELP,TNFAIP3,IRF7,PLAUR,OSMR,MXD1,RCAN1,CSF3R,FGL2,IL6,CEBPD,CCL20,OAS2,FCGR2A,IFIT2,OAS3,HPX,SOD2,CXCL6,CYBB,STAT2,ATF3,CH25H,ST3GAL1,SERPINE1,VCAN,IFIH1,LCP2,SLFN12L,TFPI2,ITGAM,IL1RN,GCH1,IL36G,FCER1G,TFEC,TLR2,CASP4,CMPK2,SSBP3,AKAP12,STAT1,NFKBIZ	0.016312239608072
GSE13485_DAY1_VS_DAY7_YF17D_VACCINE_PBMC_DN	IMMUNOLOGIC	Up	0.000386847195357834	0.0172606816410402	0.491009034346178	2.08908050851717	0	160	SIGLEC1,C3AR1,RTP4,PI4K2B,DDX60,CXCL10,TMEM50B,ISG15,DUSP6,RSAD2,LGALS3BP,TRIM69,IRF7,HEG1,CD38,NCOA7,YIPF5,ZWINT,CCR5,OAS2,IFIT2,OAS3,CHMP5,PARP12,CSE1L,ANAPC10,SNX6,UBE2L6,PLAC8,TBC1D23,TLR7,ATP11C,CAPZA1,MYOF,BMPR2,CASP7,TET2,COMMD10,DHX58,SCARB2,LMBRD2,IFIH1,EIF2AK2,EFR3A,PNPT1,XAF1,PLSCR1,HERC6,SPATS2L,TDRD7,ZNRF2,IL1RN,GCH1,AZI2	0.016312239608072
GSE10325_MYELOID_VS_LUPUS_MYELOID_DN	IMMUNOLOGIC	Up	0.000382555470543229	0.0172606816410402	0.486353312363176	2.08124327839988	0	165	SIGLEC1,RTP4,PTP4A1,DDX60,STEAP4,CXCL10,ISG15,UPP1,RSAD2,PIM1,LGALS3BP,TMEM185B,CCL2,ADM,TNS1,IRF7,SEC22B,CDK7,ERO1L,SRP54,SPTLC2,HLX,PSMF1,CDC73,PDSS1,CCDC109B,CTSA,IFIT2,PARP12,PDPN,C1QB,UBE2L6,LAMP1,CHST11,ACSL1,SLC38A2,PLIN2,UBE2K,CASP7,TNFAIP6,IFI16,DHX58,IFIH1,EIF2AK2,ZCCHC2,XAF1,IGSF6,PLSCR1,HERC6,SPATS2L,GABPA,FAM129A,QKI,MAPK1IP1L,EHD4,RAB8B,STAT3,CTBS,IL1RN,SLC25A37,TRANK1,SEMA4D,ATP2A2,MAPK6,MAP7D1,NRAS,LSM12,TFEC	0.016312239608072
BURTON_ADIPOGENESIS_8	PATHWAYS	Up	0.000387897595034911	0.012422564048719	0.542381506728179	2.0640306528642	0	80	SCPEP1,KDELR3,TIMP3,VCAM1,OGN,SERTAD1,ASAH1,MSN,SLC1A4,DSTN,ACTA2,VCL,HMGCR,CAPG,F2R,PRAF2,CTSA,PDPN,RAB7A,RAB31,SKI,MATN4,PSAP,ANXA5,APP,BAX,FGF7,ANXA3,SLC38A4,CAP1,FLNB,SERPINF1,NCAM1,ZFP36L2,LOX,ITGAV,LAMP2,PTGIS,PRSS23,GNB1,COL4A5,PLTP,SERPINB6	0.016312239608072
GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_UP	IMMUNOLOGIC	Up	0.000384615384615385	0.0172606816410402	0.474395787489411	2.06342714676302	0	189	DUSP16,C9orf72,MSR1,CXCL2,KDELR3,SEPT2,CCL13,UPP1,HIF1A,PIM1,PTGS2,CAV1,DLD,CRKL,RAB18,SERTAD1,TANK,SELP,PLAUR,PLAT,RAB12,HK2,MAP3K5,APAF1,STK40,CYFIP1,YTHDF3,DSTN,CEBPD,ICAM1,DNAJB6,VCL,ADAM9,WTAP,IGF2BP1,CDKN1A,SOCS1,UBE2N,SLC11A2,ERRFI1,PDPN,MAP2K4,LRRC58,SERPINE1,AEBP2,PNO1,CIRH1A,ACSL1,HNRNPK,NOTCH2,TRA2B,SNX10,FNDC3A,GJA1,ZNF207,SCAMP1,LCP2,ACSL4,SLC31A1,RAB10,MDM2,MAPRE1,BHLHE40,UFM1,IL1RN,GCH1,RNF103,MMP14,NAA15,G3BP1,RHOB,MTMR14,PHOX2A,CALCRL,PPP1R15B,SLC7A7,EFNB2,AGFG1,NFKBIZ,MYADM,PPIC,PROCR,WDR77,NEK6,JUNB,GADD45B,ZFP62,SLC39A4,RNF19B,SLC30A4	0.016312239608072
GSE21360_SECONDARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	IMMUNOLOGIC	Up	0.00038550501156515	0.0172606816410402	0.483753471083851	2.06334663474549	0	162	WDFY1,TNF,DUSP16,FPR1,CXCL2,MFHAS1,PTP4A1,SLAMF7,RSAD2,HIF1A,PIM1,PTGS2,CCL4,TNIP3,CCL2,VCAM1,ADORA3,TNFAIP3,RIPK2,PICALM,MXD1,SERPINB5,ADORA2B,HK2,GPR35,CSF3R,STK40,RAP1B,IL6,HDC,ARID5A,CYTH3,HTRA4,SOD2,PDPN,GCNT2,RBPMS,PIK3R5,ZFP36,CXCR2,TET2,FNDC3A,PPME1,HIVEP2,RAPGEF2,ITGA2,GREM1,TNFRSF1B,DMXL2,EML2,IRAK3,DUSP1,AMPD3,IL1RN,CD200,BASP1,SLC25A37	0.016312239608072
ATTACAT_MIR3803P	MOTIF	Up	0.000387296669248644	0.0317932654659358	0.52462087827397	2.05801305819508	0	93	ADAT2,SLC25A31,ADAMTS19,KBTBD2,FLRT2,STC1,APAF1,PHTF2,YTHDF3,ARPC5,EIF4E,TRIM36,HERC4,PROK2,NRXN1,ZNF423,ARGLU1,RBFOX1,KCNK10,ATP11C,TBL1XR1,CPEB4,LYPLA1,EIF4G2,FNDC3A,ZNF207,C6orf141,WDR26,HIVEP2,HERC6,APP,KLHL4,MEF2C,KITLG,PAX8,CNOT4,SP4,TRPS1,SNX2,EPC2,CUL5,LCOR,MBNL1,EP300,LIN28B,ITGAV,RAB21,B4GALT5,UBE2A,BCOR,SNAP25	0.016312239608072
GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP	IMMUNOLOGIC	Up	0.000384763370527126	0.0172606816410402	0.473601242501936	2.05277185642858	0	183	TNF,GDPD3,SLPI,CXCL2,KRAS,FARSA,CXCL10,CCL13,ISG15,DUSP6,RSAD2,MPEG1,EGR1,PTGS2,APOBEC1,LGALS3BP,CTSC,IRF7,SAMHD1,PLAUR,PLAT,OSMR,AREG,ADRM1,CEBPD,ICAM1,IFIT1B,IRF9,ATF4,IFIT2,CXCL6,PDIA6,B2M,PARM1,S100A10,TRIB3,ATF3,CH25H,ST3GAL1,CD47,PIGA,C3,OSTC,LARP1,EIF6,CYBA,IFIH1,EIF2AK2,CSF1,HBEGF,TRAFD1,TAP2,GLRX,SLFN12L,TGM2,TNFRSF1B,PLXND1,VNN1,IL1RN,GCH1,PDIA3	0.016312239608072
ROZANOV_MMP14_TARGETS_SUBSET	PATHWAYS	Up	0.000389408099688474	0.012422564048719	0.659813379368427	2.05167540445146	0	30	TIMP3,HIF1A,EFEMP1,FN1,COL5A1,PTGS1,COL6A1,ERO1L,COL4A2,ANGPTL2,SULF2,CHSY1,NR3C1,COL4A1,EMILIN2,PLXND1,TNFRSF11B,HHIP,PLOD2,MDK	0.016312239608072
GO_DEFENSE_RESPONSE_TO_BACTERIUM	GO_BP	Up	0.000392310710082385	0.0165782618544246	0.490185964472222	2.04424027747918	0	137	LPO,TNF,CAMP,SLPI,HIST1H2BF,IFNG,ISG15,CCR2,CTSG,NOD2,ANKRD17,ADM,SELP,LYZ,RIPK2,TAC1,SEH1L,STAB1,IL6,CCL20,S100A14,PGLYRP1,SLC11A1,CXCL6,B2M,PLAC8,TLR3,SERPINE1,VIP,CD36	0.016312239608072
GSE10325_BCELL_VS_MYELOID_DN	IMMUNOLOGIC	Up	0.000386249517188104	0.0172606816410402	0.474984530811014	2.03954617752763	0	171	FCER1A,C3AR1,FPR1,KIAA0513,MS4A6A,DUSP6,CCR2,SNX27,NOD2,CYBRD1,QPCT,GNA15,ADM,CD244,CCDC88A,PLAUR,AOAH,ADORA2B,SAT1,CYFIP1,CD300A,FGL2,RTN3,VPS37C,CEBPD,ICAM1,CPD,DHRS9,CCR5,LILRB3,RAB32,FCGR2A,SLC11A1,CAMK1,CTSA,TM6SF1,PILRA,PDK3,PLBD1,CD93,RRAGD,GOLM1,MICAL2,MPP1,CYP1B1,S100A4,TBXAS1,CXCR2,MEGF9,ACTG1,HBEGF,PSAP,ANXA5,IGSF6,TNFRSF1B,PLXND1,VNN1,CEBPB,DUSP1,CEBPA,OAZ2,IL1RN,MAFB,SIRPA,GAB2,DRAM1,TLR2,HSBP1,RNF130,PTGIR,CDK2AP1,CSF1R,SLC7A7,RAB27A,FCGRT,GALC,CTSB	0.016312239608072
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	PATHWAYS	Up	0.000392618767177071	0.012422564048719	0.683837524369091	2.03529937300801	0	25	SFRP1,TIMP3,SGK1,WNT5A,BCHE,EDNRB,VEGFC,TACR1	0.016312239608072
GSE6269_FLU_VS_STAPH_AUREUS_INF_PBMC_DN	IMMUNOLOGIC	Up	0.000385653682992673	0.0172606816410402	0.478754785427591	2.03321723722976	0	157	FPR1,HIF1A,EGR1,NOD2,CYBRD1,C2,QPCT,PPT1,IL1RAP,GNA15,ADM,FXYD6,LYZ,PLAUR,MXD1,P2RY2,CSF3R,H1F0,ARF1,STAB1,ICAM1,CPD,ADAM9,CDKN1A,SLC11A1,ARF4,SOD2,TOM1,PLBD1,CD93,RRAGD,S100A10,SDCBP,DSE,MICAL2,MPP1,CKAP4,GAPDH,ACSL1,SREBF2,CD36,CD68,VCAN,EMILIN2,RHEB,CEBPB,APLP2,ADIPOR1,IL1RN,GRN,FCN1,CTIF,DUSP3,SIRPA,TFEC,TLR2,GLUL,RNF130,TFE3,KLF10,DYSF,ATP6V0C,FSCN1,CTSB,MARCH2,NPL,PLEK,RNF19B,LILRA5,LAMP2,GRINA,SPI1,MBOAT7,SBNO2,PGD,TOLLIP,VAMP3,LAPTM4A,WLS,PLP2,SLCO3A1,BNIP3L,DAZAP2	0.016312239608072
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	PATHWAYS	Up	0.000383288616328095	0.012422564048719	0.477658837824393	2.03089021393457	0	158	C3AR1,MSR1,IGF2BP3,ALDH1L2,TIMP3,DAB2,SPARC,CRISPLD1,CPNE8,SFRP4,IL1RAP,THBS1,GUCY1A3,EFEMP1,FN1,CCDC88A,CEP170,STC2,IL6,SLC5A3,SLIT2,PLAU,NT5E,FBN1,AKT3,CAV2,EDNRA,SOD2,FAM19A5,WWTR1,ADAMTS12,RAB31,ZNF423,TRIM6,CDH11,ST3GAL1,MOXD1,DSE,CYP1B1,FKBP14,CHST11,MAGEH1,SNAI2,PIK3R5,PLXDC2,LAMA2,TNFAIP6,SNX10,VCAN,ADAMTS2,SFRP2,CDH6,COL4A1,RNF213,TRPC1,COL3A1,GDAP1,GNB4,QKI,CPE,COL12A1,COL15A1,DDR2,HES2,GPC6,MAFB,GXYLT2,BCAT1,LPL,SPOCK1,COL8A1,BGN,PLOD2,TLR2,GPNMB,MGP,HDGFRP3,LOX,JMY	0.016312239608072
GO_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	GO_BP	Up	0.00038971161340608	0.0165782618544246	0.576950312682181	2.03043034751847	0	53	TNF,FGF10,NTN4,SFRP1,NOG,ETV5,WNT5A,LRRK2,SMO,ETV4,TGFB1,SNAI2,HNRNPK,FGFR1,GREM1,PAX8,FGF7,BTBD7,SHOX2,SOX8,HGF	0.016312239608072
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_DN	PATHWAYS	Up	0.00039032006245121	0.012422564048719	0.588762249823473	2.01838604731758	0	46	SLPI,PTX3,PTGS2,CCDC80,VCAM1,COL6A1,OSMR,ADAM23,DPEP1,EIF2AK4,CXCL6,PROS1,CYP1B1,NID1,C3,ZFP36,RNASE4,EMB,CXCL12,TNC,STAT3,CEBPB,LOXL1,PDK4,MGP,ZFP36L2,LOX	0.016312239608072
GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN	IMMUNOLOGIC	Up	0.000380517503805175	0.0172606816410402	0.476806629466166	2.01767366930167	0	151	CAMP,FPR1,EGR1,CYBRD1,QPCT,PLLP,PPT1,PRDM2,ADM,SLC16A1,MPO,PLAUR,HBS1L,CSF3R,ENTPD1,H1F0,STAB1,MCFD2,CPD,SERPINB8,IL13RA1,ADAM9,ANGPTL2,CYBB,TOM1,PLBD1,CD93,CHSY1,SDCBP,PRTN3,ANXA9,MICAL2,CYP1B1,CKAP4,ACSL1,CD36,RNASE4,VCAN,CCPG1,CIDEB,HTR3A,SNCA,CTBS,APLP2,ADIPOR1,PTK2B,IL1RN,SLC25A37,CHMP3,GRN,FCN1,CTIF,DUSP3,SIRPA,TRIO,STX12,GLUL,PTGIR,TFE3,CLEC5A,TRIM25,DYSF,ATP6V0C,MARCH2,NPL,PLEK,MAP1A,RNF19B,LAMP2,SPI1,MBOAT7,DEDD,PGD,VAMP3,LAPTM4A,COL9A3,PLP2,BNIP3L,FURIN,DAZAP2,GNS	0.016312239608072
GSE9601_NFKB_INHIBITOR_VS_PI3K_INHIBITOR_TREATED_HCMV_INF_MONOCYTE_DN	IMMUNOLOGIC	Up	0.000387146728610143	0.0172606816410402	0.466769761028014	2.01662074789541	0	179	DUSP16,BCL2L11,PRMT6,LIPG,RTP4,FPR2,IFNG,CCL13,UPP1,HIF1A,PTGS2,CCL4,LGALS3BP,MAFF,CCL2,ADM,RDH10,SELP,IRF7,PLAT,SPSB1,ADORA2B,HK2,CACNA2D1,RAP1B,FGD6,FGL2,HMGCR,HDC,OAS2,SLC25A22,ILDR1,CDKN1A,SLC25A25,SOCS1,SPRED1,IFIT2,TM4SF1,SOD2,CYBB,MAP2K4,PIAS2,PTPN12,CD164,FERMT2,AEN,RUNX3,B3GALNT1,LARP1,NOP16,IFIH1,HBEGF,ST6GALNAC4,PRICKLE1,ACSL4,PLSCR1,TFPI2,TDRD7,FAM129A,NAA20	0.016312239608072
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	PATHWAYS	Up	0.000386100386100386	0.012422564048719	0.562300713003385	2.01410429669216	0	57	NOV,LIPG,ALDH1A3,DDX60,CXCL10,TIMP3,ISG15,CCNE2,BCHE,ABCG2,PDLIM5,PTGER4,SLIT2,OAS2,IFIT2,TFF1,CH25H,PTN,IFIH1,PRR16,HERC6,HS3ST1	0.016312239608072
GO_MEMBRANE_BIOGENESIS	GO_BP	Up	0.00115251632731464	0.026758578664737	0.65636613520875	2.01346151244149	2	28	CAV1,NLGN1,CAV2,NLGN2,NRXN1,CLIP3,S100A10,SPTBN1,PTEN,PACSIN2,RFTN1,CDH2,PEX3	0.024315248614314
TAVOR_CEBPA_TARGETS_DN	PATHWAYS	Up	0.000389105058365759	0.012422564048719	0.6602081802875	2.00995337654184	0	27	MAP1B,GP9,ISG15,THBD,MYC,H1FX,OAS2,PFN2,TBXAS1,GJA1,MMRN1	0.016312239608072
GO_RESPONSE_TO_VITAMIN_D	GO_BP	Up	0.000775795190069822	0.0228323708814153	0.63560264702759	2.00379083154993	1	32	SFRP1,CXCL10,PIM1,PTGS2,STC1,STC2,ITGB1,TGFB1,ADAMTS1,PTN,FZD1,TNC	0.0190952778108741
BIOCARTA_LAIR_PATHWAY	PATHWAYS	Up	0.000783699059561128	0.0172047115279747	0.746605661346393	2.0032046308518	1	16	TNF,C7,C5,VCAM1,SELP,IL6,ITGB1,ICAM1,C3	0.0190952778108741
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	PATHWAYS	Up	0.00118906064209275	0.021519922696527	0.698215457782595	1.99492182526725	2	21	DUSP6,ETV5,TNFRSF10A,CPNE8,RAB23,RCAN1,IDI1,CPEB4,SLC4A7,AKR1B10,SGMS2,CREM,HDAC9,GNE	0.0244506373402026
KIM_WT1_TARGETS_8HR_UP	PATHWAYS	Up	0.000384615384615385	0.012422564048719	0.469521901197216	1.98916740679129	0	156	TIMP3,RGS4,FGF1,DAB2,PIM1,SEL1L,CBFB,MAFF,SYNE1,IL1RAP,PDE10A,ADM,MTMR1,TNS1,ENO2,PLAUR,SNAP23,AREG,SON,BTG3,ERGIC2,RYBP,ARC,PCDH7,B4GALT6,FOSL1,CREB3L1,TM4SF1,WWTR1,DNAJB5,ID4,ST3GAL1,IVNS1ABP,SERPINE1,PIAS2,GRB10,WSB1,SNAI2,DARS,BMPR2,TGFB1I1,DLX2,SLC7A1,FGFR1,CSF1,HBEGF,DUSP7,GLRX,RAB14,QKI,PLXND1,AHCYL1,STRN4,SFN,SYNJ2,NAA15,PEA15,SIRPA	0.016312239608072
GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE	GO_BP	Up	0.000769822940723634	0.0228323708814153	0.761678061765185	1.98146837655707	1	15	PIGH,PIGB,PIGN,PIGG,PIGA,PIGV,PIGM,PIGX,PIGW	0.0190952778108741
WINZEN_DEGRADED_VIA_KHSRP	PATHWAYS	Up	0.000385951370127364	0.012422564048719	0.508209378593668	1.97467609218146	0	92	TNF,CXCL2,NTN4,RNF144B,CXCL10,DUSP6,PTGS2,PKIA,SCHIP1,PAPPA,PLAUR,PTGER4,SLITRK6,YPEL5,IL6,CCL20,B3GNT2,CAV2,IFIT2,ERRFI1,ELOVL4,DNAJB5,ZFAND6,TRIM6,SMPDL3A,ITGA6,CPEB4,ZFP36,SPRY4,BMP2,YRDC,HBEGF,TRPC1,CTGF,GREM1	0.016312239608072
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GO_BP	Up	0.000395256916996047	0.0165782618544246	0.489811173308438	1.97358785063182	0	111	SFRP1,NOG,CAV1,WNT5A,MECOM,THBS1,BMPER,ZNF451,CHRDL1,BAMBI,LEMD3,SLIT2,HIPK2,SOST,FBN1,CAV2,TGFB1,ABL1,HTRA4,SULF2,ADAMTS12,SNX6,LTBP1,TOB1,CHST11,SKIL,SKI,DCN,TWSG1,TGFB1I1,FZD1,SFRP2,PMEPA1,SMAD7,CD109,GREM1,TGFBR2,PDCD6,CTDSPL2	0.016312239608072
